Batch ID,Batch Name,Coffee Variety,Harvest Date,Fermentation Method,Type of Water Used,Additives for fermentation,SCA Score,Fermentation Records,Average Temp,Average PH,Average Brix,Average Humidity,Fermentation Weather,Fermentation Start,Fermentation End,Drying Records,Drying Start Date/Time,Drying End Date/Time,Form Submitted Date/Time,Form Modified Date/Time,Average Drying Temp,Average Drying Humidity,Barrel Open in (Hour),Barrel Close in (Hour),Pre-fermentation for Honey,Pre-fermentation Details (Hour) for Honey
Batch 3155,Batch 3155,Special,12/03/2023,Washed,Well Water,Sugar,87,"ferm_Batch 3155_2023-12-02T17:13:05.748199,ferm_Batch 3155_2023-11-30T12:04:07.748199,ferm_Batch 3155_2023-12-01T22:42:14.748199,ferm_Batch 3155_2023-11-30T04:47:26.748199,ferm_Batch 3155_2023-12-01T00:21:26.748199",25.0,4.0,16.5,79,"Partly Cloudy,Rainy,Sunny",11/27/2023 06:17 PM,12/03/2023 09:17 AM,"dry_Batch 3155_2023-12-04T07:50:06.748199,dry_Batch 3155_2023-12-05T03:14:31.748199,dry_Batch 3155_2023-12-04T22:12:43.748199,dry_Batch 3155_2023-12-05T03:06:41.748199",12/03/2023 02:17 PM,12/06/2023 05:17 PM,11/28/2023 01:05 AM,12/03/2023 09:00 PM,20.9,72.567,,,,
Batch 3156,Batch 3156,Normal,06/19/2022,Honey,,None,86,"ferm_Batch 3156_2022-06-16T12:54:14.996877,ferm_Batch 3156_2022-06-16T16:31:51.996877,ferm_Batch 3156_2022-06-19T10:00:56.996877,ferm_Batch 3156_2022-06-16T12:45:21.996877,ferm_Batch 3156_2022-06-18T12:39:22.996877",25.4,4.402,18.6,74,"Cloudy,Cloudy,Overcast,Partly Cloudy,Cloudy",06/15/2022 01:39 AM,06/19/2022 03:39 PM,"dry_Batch 3156_2022-06-23T23:18:10.996877,dry_Batch 3156_2022-06-20T19:54:00.996877,dry_Batch 3156_2022-06-22T04:04:55.996877",06/20/2022 12:39 AM,06/24/2022 01:39 AM,06/15/2022 10:08 AM,06/19/2022 03:54 PM,20.3,82.641,3,102,Yes,6
Batch 3157,Batch 3157,Normal,04/01/2024,Washed,Spring Water,None,86,"ferm_Batch 3157_2024-03-30T23:03:54.370147,ferm_Batch 3157_2024-03-31T04:08:29.370147,ferm_Batch 3157_2024-03-27T03:59:28.370147",19.8,4.797,18.1,87,"Sunny,Heavy Rain,Overcast,Cloudy,Cloudy",03/26/2024 06:40 AM,04/01/2024 05:40 AM,"dry_Batch 3157_2024-04-02T00:22:59.370147,dry_Batch 3157_2024-04-02T13:33:55.370147,dry_Batch 3157_2024-04-03T21:43:15.370147,dry_Batch 3157_2024-04-03T20:31:00.370147,dry_Batch 3157_2024-04-03T05:59:44.370147",04/01/2024 02:40 PM,04/05/2024 12:40 AM,03/26/2024 01:28 PM,04/01/2024 12:07 PM,24.3,90.0,,,,
Batch 3158,Batch 3158,Special,03/09/2023,Washed,Spring Water,None,84,"ferm_Batch 3158_2023-03-06T22:42:33.155272,ferm_Batch 3158_2023-03-06T21:47:50.155272,ferm_Batch 3158_2023-03-07T21:05:00.155272",23.1,4.213,16.3,72,"Light Rain,Cloudy,Sunny,Sunny",03/05/2023 05:45 PM,03/09/2023 12:45 AM,"dry_Batch 3158_2023-03-09T05:00:20.155272,dry_Batch 3158_2023-03-09T04:07:33.155272,dry_Batch 3158_2023-03-12T14:27:34.155272,dry_Batch 3158_2023-03-12T02:08:46.155272,dry_Batch 3158_2023-03-11T14:10:03.155272",03/09/2023 03:45 AM,03/13/2023 03:45 AM,03/05/2023 09:55 PM,03/09/2023 10:23 AM,26.7,69.782,,,,
Batch 3159,Batch 3159,Special,03/24/2024,Washed,Spring Water,Yeast,84,"ferm_Batch 3159_2024-03-24T13:36:24.629390,ferm_Batch 3159_2024-03-23T15:46:45.629390,ferm_Batch 3159_2024-03-23T18:50:34.629390,ferm_Batch 3159_2024-03-22T08:43:31.629390,ferm_Batch 3159_2024-03-21T16:31:08.629390",18.0,4.818,18.8,73,"Cloudy,Partly Cloudy,Partly Cloudy",03/20/2024 05:15 PM,03/24/2024 07:15 PM,"dry_Batch 3159_2024-03-27T13:29:25.629390,dry_Batch 3159_2024-03-25T16:30:17.629390,dry_Batch 3159_2024-03-27T04:58:07.629390,dry_Batch 3159_2024-03-27T13:45:01.629390,dry_Batch 3159_2024-03-25T08:12:57.629390",03/24/2024 11:15 PM,03/30/2024 05:15 AM,03/21/2024 04:06 AM,03/24/2024 11:32 PM,26.4,90.0,,,,
Batch 3160,Batch 3160,Special,01/02/2024,Honey,,None,90,"ferm_Batch 3160_2023-12-30T06:28:51.036946,ferm_Batch 3160_2023-12-29T11:33:08.036946,ferm_Batch 3160_2023-12-30T10:05:51.036946,ferm_Batch 3160_2024-01-02T09:14:18.036946,ferm_Batch 3160_2023-12-30T06:45:06.036946",26.1,4.304,16.8,70,"Cloudy,Light Rain,Cloudy,Rainy",12/27/2023 06:55 PM,01/02/2024 01:55 PM,"dry_Batch 3160_2024-01-08T10:28:41.036946,dry_Batch 3160_2024-01-08T03:20:10.036946,dry_Batch 3160_2024-01-03T18:18:10.036946,dry_Batch 3160_2024-01-08T07:37:25.036946,dry_Batch 3160_2024-01-04T22:36:33.036946",01/03/2024 01:55 AM,01/08/2024 07:55 PM,12/27/2023 09:49 PM,01/02/2024 04:41 PM,23.9,65.81,3,99,Yes,7
Batch 3161,Batch 3161,Normal,01/17/2023,Washed,Spring Water,None,86,"ferm_Batch 3161_2023-01-15T18:33:38.007978,ferm_Batch 3161_2023-01-14T11:35:49.007978,ferm_Batch 3161_2023-01-14T06:43:30.007978,ferm_Batch 3161_2023-01-17T11:36:03.007978,ferm_Batch 3161_2023-01-13T07:18:31.007978",25.6,4.878,19.5,75,"Sunny,Rainy,Cloudy,Sunny,Light Rain",01/12/2023 11:54 PM,01/17/2023 03:54 PM,"dry_Batch 3161_2023-01-18T02:33:18.007978,dry_Batch 3161_2023-01-18T02:18:25.007978,dry_Batch 3161_2023-01-20T13:06:58.007978",01/17/2023 05:54 PM,01/21/2023 05:54 PM,01/13/2023 07:43 AM,01/18/2023 01:58 AM,20.3,81.125,,,,
Batch 3162,Batch 3162,Special,08/27/2022,Honey,,None,86,"ferm_Batch 3162_2022-08-24T21:25:30.073022,ferm_Batch 3162_2022-08-25T18:19:56.073022,ferm_Batch 3162_2022-08-25T02:57:42.073022,ferm_Batch 3162_2022-08-24T23:26:05.073022",26.1,4.422,16.0,82,"Light Rain,Overcast,Rainy,Light Rain",08/24/2022 04:21 AM,08/27/2022 09:21 AM,"dry_Batch 3162_2022-08-28T07:33:45.073022,dry_Batch 3162_2022-08-29T19:54:05.073022,dry_Batch 3162_2022-08-28T09:05:21.073022",08/27/2022 10:21 AM,09/01/2022 06:21 AM,08/24/2022 03:58 PM,08/27/2022 05:33 PM,21.8,68.784,2,111,No,0
Batch 3163,Batch 3163,Normal,09/17/2021,Washed,Spring Water,None,86,"ferm_Batch 3163_2021-09-15T10:59:35.297740,ferm_Batch 3163_2021-09-13T09:11:03.297740,ferm_Batch 3163_2021-09-14T03:07:51.297740,ferm_Batch 3163_2021-09-16T16:50:11.297740,ferm_Batch 3163_2021-09-12T15:36:19.297740",22.7,4.28,19.1,83,"Sunny,Light Rain,Overcast,Partly Cloudy,Cloudy",09/12/2021 01:14 AM,09/17/2021 08:14 AM,"dry_Batch 3163_2021-09-20T02:42:23.297740,dry_Batch 3163_2021-09-18T00:39:07.297740,dry_Batch 3163_2021-09-18T09:16:28.297740",09/17/2021 12:14 PM,09/20/2021 03:14 PM,09/12/2021 05:30 AM,09/17/2021 05:00 PM,24.6,85.797,,,,
Batch 3164,Batch 3164,Special,01/16/2022,Honey,,None,86,"ferm_Batch 3164_2022-01-13T14:55:45.924859,ferm_Batch 3164_2022-01-15T02:28:14.924859,ferm_Batch 3164_2022-01-12T03:57:54.924859",28.0,4.402,18.1,71,"Cloudy,Cloudy,Partly Cloudy",01/12/2022 01:15 AM,01/16/2022 01:15 AM,"dry_Batch 3164_2022-01-16T07:49:32.924859,dry_Batch 3164_2022-01-16T12:19:00.924859,dry_Batch 3164_2022-01-17T09:13:00.924859,dry_Batch 3164_2022-01-17T05:56:09.924859",01/16/2022 02:15 AM,01/19/2022 11:15 AM,01/12/2022 03:36 AM,01/16/2022 03:33 AM,23.5,63.804,1,118,No,0
Batch 3165,Batch 3165,Special,10/21/2021,Honey,,None,86,"ferm_Batch 3165_2021-10-18T00:21:27.698631,ferm_Batch 3165_2021-10-18T08:14:56.698631,ferm_Batch 3165_2021-10-18T16:03:05.698631,ferm_Batch 3165_2021-10-19T04:13:38.698631",20.1,4.541,16.4,68,"Sunny,Light Rain,Sunny",10/15/2021 06:35 AM,10/21/2021 03:35 AM,"dry_Batch 3165_2021-10-24T19:50:29.698631,dry_Batch 3165_2021-10-25T15:07:32.698631,dry_Batch 3165_2021-10-26T13:52:37.698631,dry_Batch 3165_2021-10-24T04:52:13.698631",10/21/2021 02:35 PM,10/27/2021 02:35 PM,10/15/2021 11:52 AM,10/21/2021 04:59 AM,25.4,85.569,3,67,No,0
Batch 3166,Batch 3166,Special,07/20/2021,Washed,Spring Water,None,87,"ferm_Batch 3166_2021-07-18T02:33:46.588267,ferm_Batch 3166_2021-07-19T20:55:20.588267,ferm_Batch 3166_2021-07-15T22:45:56.588267,ferm_Batch 3166_2021-07-15T23:08:23.588267,ferm_Batch 3166_2021-07-17T21:32:07.588267",25.5,4.322,18.8,79,"Sunny,Partly Cloudy,Cloudy,Cloudy,Light Rain",07/15/2021 08:13 AM,07/20/2021 03:13 PM,"dry_Batch 3166_2021-07-21T11:38:20.588267,dry_Batch 3166_2021-07-24T08:23:34.588267,dry_Batch 3166_2021-07-22T04:55:58.588267,dry_Batch 3166_2021-07-22T00:53:21.588267",07/20/2021 11:13 PM,07/24/2021 08:13 PM,07/15/2021 02:58 PM,07/21/2021 02:16 AM,25.8,90.0,,,,
Batch 3167,Batch 3167,Normal,04/12/2024,Honey,,Sugar,86,"ferm_Batch 3167_2024-04-10T17:24:13.224920,ferm_Batch 3167_2024-04-10T03:03:15.224920,ferm_Batch 3167_2024-04-09T09:45:20.224920",25.2,4.78,18.4,65,"Heavy Rain,Sunny,Sunny",04/09/2024 05:49 AM,04/12/2024 10:49 PM,"dry_Batch 3167_2024-04-15T22:57:30.224920,dry_Batch 3167_2024-04-17T22:00:10.224920,dry_Batch 3167_2024-04-13T12:24:40.224920,dry_Batch 3167_2024-04-14T19:18:33.224920",04/13/2024 05:49 AM,04/18/2024 10:49 AM,04/09/2024 03:14 PM,04/13/2024 10:09 AM,22.5,78.027,2,65,No,0
Batch 3168,Batch 3168,Normal,09/08/2021,Washed,Well Water,Honey,86,"ferm_Batch 3168_2021-09-05T02:59:19.959766,ferm_Batch 3168_2021-09-04T10:32:03.959766,ferm_Batch 3168_2021-09-04T21:13:07.959766,ferm_Batch 3168_2021-09-07T00:26:37.959766,ferm_Batch 3168_2021-09-07T13:00:57.959766",21.6,4.529,18.2,66,"Light Rain,Cloudy,Light Rain,Overcast,Rainy",09/03/2021 02:15 AM,09/08/2021 02:15 AM,"dry_Batch 3168_2021-09-10T03:17:47.959766,dry_Batch 3168_2021-09-11T18:57:52.959766,dry_Batch 3168_2021-09-10T02:21:13.959766,dry_Batch 3168_2021-09-11T16:47:05.959766",09/08/2021 11:15 AM,09/12/2021 04:15 AM,09/03/2021 10:11 AM,09/08/2021 06:52 AM,25.2,64.408,,,,
Batch 3169,Batch 3169,Special,03/04/2024,Washed,Spring Water,None,85,"ferm_Batch 3169_2024-02-29T07:47:18.328557,ferm_Batch 3169_2024-03-03T04:32:39.328557,ferm_Batch 3169_2024-03-04T08:41:25.328557,ferm_Batch 3169_2024-03-02T00:27:37.328557,ferm_Batch 3169_2024-02-29T20:01:28.328557",22.2,4.395,18.8,66,"Overcast,Cloudy,Sunny",02/28/2024 03:11 PM,03/04/2024 10:11 AM,"dry_Batch 3169_2024-03-08T13:46:44.328557,dry_Batch 3169_2024-03-08T04:28:38.328557,dry_Batch 3169_2024-03-06T01:22:46.328557,dry_Batch 3169_2024-03-10T05:50:01.328557",03/04/2024 09:11 PM,03/10/2024 09:11 PM,02/28/2024 11:22 PM,03/04/2024 04:12 PM,22.1,60.0,,,,
Batch 3170,Batch 3170,Special,11/06/2021,Honey,,None,84,"ferm_Batch 3170_2021-11-02T18:49:00.815605,ferm_Batch 3170_2021-11-03T08:03:02.815605,ferm_Batch 3170_2021-11-02T14:26:38.815605,ferm_Batch 3170_2021-11-03T22:09:36.815605,ferm_Batch 3170_2021-11-03T19:50:51.815605",21.9,4.369,15.3,63,"Cloudy,Sunny,Partly Cloudy",11/01/2021 02:20 AM,11/06/2021 06:20 AM,"dry_Batch 3170_2021-11-10T07:27:40.815605,dry_Batch 3170_2021-11-09T02:53:33.815605,dry_Batch 3170_2021-11-09T17:54:01.815605,dry_Batch 3170_2021-11-09T23:31:45.815605",11/06/2021 11:20 AM,11/10/2021 01:20 PM,11/01/2021 04:46 AM,11/06/2021 11:19 AM,20.1,60.0,0,100,No,0
Batch 3171,Batch 3171,Special,04/29/2023,Washed,Spring Water,None,84,"ferm_Batch 3171_2023-04-28T17:58:14.890836,ferm_Batch 3171_2023-04-28T06:19:02.890836,ferm_Batch 3171_2023-04-28T01:33:22.890836,ferm_Batch 3171_2023-04-26T21:47:45.890836,ferm_Batch 3171_2023-04-25T06:30:33.890836",20.3,4.422,16.6,71,"Overcast,Light Rain,Light Rain",04/24/2023 09:53 AM,04/29/2023 08:53 PM,"dry_Batch 3171_2023-05-03T15:39:14.890836,dry_Batch 3171_2023-05-02T12:50:34.890836,dry_Batch 3171_2023-05-02T07:11:29.890836",04/29/2023 10:53 PM,05/04/2023 01:53 AM,04/24/2023 12:51 PM,04/29/2023 10:11 PM,24.0,87.151,,,,
Batch 3172,Batch 3172,Special,09/04/2021,Honey,,None,87,"ferm_Batch 3172_2021-09-02T04:04:57.464458,ferm_Batch 3172_2021-09-03T13:59:55.464458,ferm_Batch 3172_2021-09-04T08:22:26.464458,ferm_Batch 3172_2021-09-02T16:07:52.464458",25.8,4.945,17.4,75,"Sunny,Sunny,Cloudy",08/31/2021 06:12 PM,09/04/2021 03:12 PM,"dry_Batch 3172_2021-09-06T12:49:58.464458,dry_Batch 3172_2021-09-09T13:05:07.464458,dry_Batch 3172_2021-09-08T22:52:23.464458",09/04/2021 06:12 PM,09/09/2021 07:12 PM,09/01/2021 04:53 AM,09/04/2021 06:57 PM,19.8,75.222,2,96,No,0
Batch 3173,Batch 3173,Normal,11/08/2023,Washed,Spring Water,Sugar,85,"ferm_Batch 3173_2023-11-08T03:52:09.982324,ferm_Batch 3173_2023-11-07T15:12:29.982324,ferm_Batch 3173_2023-11-06T20:55:52.982324,ferm_Batch 3173_2023-11-07T12:37:32.982324,ferm_Batch 3173_2023-11-06T06:30:27.982324",24.0,4.57,18.9,60,"Cloudy,Overcast,Cloudy,Cloudy",11/04/2023 08:23 AM,11/08/2023 04:23 PM,"dry_Batch 3173_2023-11-11T21:19:20.982324,dry_Batch 3173_2023-11-09T06:17:48.982324,dry_Batch 3173_2023-11-12T07:38:40.982324",11/08/2023 10:23 PM,11/14/2023 05:23 AM,11/04/2023 10:37 AM,11/08/2023 09:46 PM,25.9,75.566,,,,
Batch 3174,Batch 3174,Normal,09/02/2021,Honey,,None,85,"ferm_Batch 3174_2021-09-02T07:20:56.415967,ferm_Batch 3174_2021-09-01T04:40:48.415967,ferm_Batch 3174_2021-08-30T21:50:40.415967",22.0,4.603,19.4,82,"Cloudy,Cloudy,Partly Cloudy",08/29/2021 10:16 PM,09/02/2021 08:16 PM,"dry_Batch 3174_2021-09-04T23:23:06.415967,dry_Batch 3174_2021-09-03T17:30:31.415967,dry_Batch 3174_2021-09-03T06:03:56.415967",09/03/2021 01:16 AM,09/07/2021 01:16 PM,08/30/2021 02:23 AM,09/03/2021 05:28 AM,18.1,60.0,1,100,No,0
Batch 3175,Batch 3175,Normal,12/30/2021,Washed,Spring Water,None,84,"ferm_Batch 3175_2021-12-30T03:55:18.528742,ferm_Batch 3175_2021-12-27T02:07:34.528742,ferm_Batch 3175_2021-12-29T00:41:03.528742,ferm_Batch 3175_2021-12-28T02:44:17.528742",21.4,4.397,18.2,64,"Rainy,Sunny,Sunny,Heavy Rain",12/26/2021 11:57 PM,12/30/2021 08:57 PM,"dry_Batch 3175_2022-01-02T07:16:11.528742,dry_Batch 3175_2022-01-03T20:31:01.528742,dry_Batch 3175_2021-12-31T06:04:34.528742",12/31/2021 12:57 AM,01/05/2022 01:57 AM,12/27/2021 02:20 AM,12/31/2021 06:04 AM,22.0,81.558,,,,
Batch 3176,Batch 3176,Normal,04/23/2022,Washed,Spring Water,Honey,83,"ferm_Batch 3176_2022-04-22T17:45:15.567986,ferm_Batch 3176_2022-04-22T14:29:51.567986,ferm_Batch 3176_2022-04-21T21:15:11.567986,ferm_Batch 3176_2022-04-20T21:04:23.567986",19.6,4.701,19.1,63,"Partly Cloudy,Sunny,Cloudy",04/20/2022 12:00 AM,04/23/2022 09:00 AM,"dry_Batch 3176_2022-04-23T17:54:18.567986,dry_Batch 3176_2022-04-24T18:21:01.567986,dry_Batch 3176_2022-04-24T21:47:20.567986,dry_Batch 3176_2022-04-29T06:32:25.567986,dry_Batch 3176_2022-04-24T02:10:47.567986",04/23/2022 12:00 PM,04/29/2022 09:00 AM,04/20/2022 02:44 AM,04/23/2022 05:22 PM,28.0,81.099,,,,
Batch 3177,Batch 3177,Normal,05/20/2024,Honey,,None,86,"ferm_Batch 3177_2024-05-17T05:25:46.112290,ferm_Batch 3177_2024-05-15T13:09:22.112290,ferm_Batch 3177_2024-05-19T11:45:35.112290,ferm_Batch 3177_2024-05-19T19:41:30.112290",19.6,4.878,16.3,62,"Sunny,Overcast,Light Rain,Sunny",05/15/2024 09:05 AM,05/20/2024 12:05 PM,"dry_Batch 3177_2024-05-22T04:41:06.112290,dry_Batch 3177_2024-05-23T03:06:28.112290,dry_Batch 3177_2024-05-22T08:00:53.112290,dry_Batch 3177_2024-05-21T12:57:25.112290",05/20/2024 04:05 PM,05/24/2024 07:05 PM,05/15/2024 10:46 AM,05/20/2024 07:47 PM,25.5,60.0,0,102,No,0
Batch 3178,Batch 3178,Special,04/30/2022,Washed,Well Water,None,86,"ferm_Batch 3178_2022-04-29T08:42:44.959301,ferm_Batch 3178_2022-04-29T12:20:47.959301,ferm_Batch 3178_2022-04-27T09:42:14.959301,ferm_Batch 3178_2022-04-29T01:31:19.959301",27.1,4.882,19.6,75,"Cloudy,Rainy,Heavy Rain,Overcast,Cloudy",04/26/2022 06:48 PM,04/30/2022 02:48 AM,"dry_Batch 3178_2022-04-30T16:26:34.959301,dry_Batch 3178_2022-05-02T10:45:11.959301,dry_Batch 3178_2022-05-03T10:03:35.959301,dry_Batch 3178_2022-05-01T04:57:43.959301",04/30/2022 09:48 AM,05/03/2022 02:48 PM,04/27/2022 05:48 AM,04/30/2022 06:12 AM,27.5,76.085,,,,
Batch 3179,Batch 3179,Special,02/03/2024,Washed,Spring Water,None,85,"ferm_Batch 3179_2024-02-01T12:32:03.147881,ferm_Batch 3179_2024-02-01T23:02:34.147881,ferm_Batch 3179_2024-02-01T11:57:09.147881,ferm_Batch 3179_2024-01-30T08:23:19.147881",19.5,4.401,19.1,80,"Cloudy,Cloudy,Light Rain,Sunny",01/29/2024 01:14 PM,02/03/2024 03:14 PM,"dry_Batch 3179_2024-02-07T04:00:39.147881,dry_Batch 3179_2024-02-07T21:18:40.147881,dry_Batch 3179_2024-02-06T17:11:35.147881,dry_Batch 3179_2024-02-09T03:33:39.147881",02/04/2024 02:14 AM,02/09/2024 04:14 AM,01/29/2024 11:14 PM,02/04/2024 02:06 AM,23.2,90.0,,,,
Batch 3180,Batch 3180,Special,10/29/2021,Honey,,None,90,"ferm_Batch 3180_2021-10-23T10:54:12.894577,ferm_Batch 3180_2021-10-26T01:13:48.894577,ferm_Batch 3180_2021-10-25T19:15:02.894577",28.0,4.431,18.0,67,"Rainy,Cloudy,Overcast,Overcast",10/23/2021 05:26 AM,10/29/2021 05:26 AM,"dry_Batch 3180_2021-11-02T17:18:27.894577,dry_Batch 3180_2021-11-02T01:55:35.894577,dry_Batch 3180_2021-11-01T12:20:57.894577,dry_Batch 3180_2021-10-31T04:17:38.894577",10/29/2021 06:26 AM,11/03/2021 07:26 AM,10/23/2021 06:37 AM,10/29/2021 04:22 PM,21.1,86.189,2,84,No,0
Batch 3181,Batch 3181,Normal,07/11/2022,Washed,Filtered Water,None,87,"ferm_Batch 3181_2022-07-11T09:32:51.380301,ferm_Batch 3181_2022-07-08T12:42:35.380301,ferm_Batch 3181_2022-07-11T11:47:19.380301,ferm_Batch 3181_2022-07-07T21:48:35.380301",27.1,4.466,16.9,90,"Partly Cloudy,Cloudy,Cloudy,Cloudy",07/06/2022 10:42 PM,07/11/2022 10:42 PM,"dry_Batch 3181_2022-07-13T05:36:46.380301,dry_Batch 3181_2022-07-16T10:47:52.380301,dry_Batch 3181_2022-07-17T01:32:52.380301,dry_Batch 3181_2022-07-12T17:56:42.380301",07/11/2022 11:42 PM,07/17/2022 04:42 AM,07/07/2022 08:45 AM,07/12/2022 05:32 AM,18.0,71.082,,,,
Batch 3182,Batch 3182,Special,08/23/2022,Washed,Spring Water,None,84,"ferm_Batch 3182_2022-08-18T20:55:40.878698,ferm_Batch 3182_2022-08-22T06:12:10.878698,ferm_Batch 3182_2022-08-18T00:24:12.878698",19.7,4.552,17.2,69,"Sunny,Heavy Rain,Partly Cloudy,Cloudy,Partly Cloudy",08/17/2022 04:04 AM,08/23/2022 02:04 AM,"dry_Batch 3182_2022-08-26T18:24:24.878698,dry_Batch 3182_2022-08-26T06:13:22.878698,dry_Batch 3182_2022-08-25T19:11:24.878698,dry_Batch 3182_2022-08-24T00:48:51.878698",08/23/2022 04:04 AM,08/27/2022 03:04 AM,08/17/2022 04:56 AM,08/23/2022 10:02 AM,23.8,67.654,,,,
Batch 3183,Batch 3183,Special,08/07/2023,Washed,Spring Water,None,84,"ferm_Batch 3183_2023-08-04T07:39:46.860217,ferm_Batch 3183_2023-08-05T18:50:56.860217,ferm_Batch 3183_2023-08-04T13:27:59.860217,ferm_Batch 3183_2023-08-04T12:00:45.860217",18.8,4.618,17.3,72,"Cloudy,Cloudy,Heavy Rain",08/03/2023 05:47 PM,08/07/2023 04:47 PM,"dry_Batch 3183_2023-08-11T05:22:15.860217,dry_Batch 3183_2023-08-09T10:59:29.860217,dry_Batch 3183_2023-08-10T11:06:55.860217,dry_Batch 3183_2023-08-11T00:13:24.860217",08/07/2023 08:47 PM,08/11/2023 06:47 PM,08/04/2023 05:33 AM,08/07/2023 08:57 PM,22.4,72.887,,,,
Batch 3184,Batch 3184,Special,07/21/2023,Honey,,None,87,"ferm_Batch 3184_2023-07-20T07:14:29.947361,ferm_Batch 3184_2023-07-17T18:16:55.947361,ferm_Batch 3184_2023-07-18T12:40:38.947361",25.1,4.918,17.6,82,"Sunny,Light Rain,Overcast,Sunny,Overcast",07/17/2023 09:01 AM,07/21/2023 01:01 AM,"dry_Batch 3184_2023-07-23T21:32:14.947361,dry_Batch 3184_2023-07-22T12:57:39.947361,dry_Batch 3184_2023-07-21T07:08:11.947361",07/21/2023 06:01 AM,07/26/2023 04:01 PM,07/17/2023 11:25 AM,07/21/2023 03:49 AM,22.5,85.306,1,100,No,0
Batch 3185,Batch 3185,Normal,03/27/2022,Washed,Filtered Water,Yeast,84,"ferm_Batch 3185_2022-03-24T18:17:00.460320,ferm_Batch 3185_2022-03-25T20:33:37.460320,ferm_Batch 3185_2022-03-26T06:37:50.460320,ferm_Batch 3185_2022-03-24T05:35:20.460320,ferm_Batch 3185_2022-03-22T21:26:27.460320",20.6,4.683,17.0,67,"Light Rain,Cloudy,Sunny,Cloudy,Cloudy",03/21/2022 06:57 PM,03/27/2022 02:57 AM,"dry_Batch 3185_2022-03-30T05:51:28.460320,dry_Batch 3185_2022-03-29T00:54:45.460320,dry_Batch 3185_2022-03-30T11:47:49.460320",03/27/2022 08:57 AM,03/30/2022 11:57 AM,03/21/2022 11:57 PM,03/27/2022 04:58 AM,18.0,85.973,,,,
Batch 3186,Batch 3186,Special,03/20/2022,Honey,,None,90,"ferm_Batch 3186_2022-03-17T06:05:37.208241,ferm_Batch 3186_2022-03-18T18:43:59.208241,ferm_Batch 3186_2022-03-18T08:03:20.208241,ferm_Batch 3186_2022-03-15T23:00:33.208241,ferm_Batch 3186_2022-03-20T04:00:52.208241",26.1,4.506,19.5,90,"Cloudy,Cloudy,Cloudy,Sunny,Partly Cloudy",03/14/2022 06:07 PM,03/20/2022 09:07 AM,"dry_Batch 3186_2022-03-23T17:07:36.208241,dry_Batch 3186_2022-03-21T20:43:21.208241,dry_Batch 3186_2022-03-24T06:53:12.208241,dry_Batch 3186_2022-03-23T09:49:30.208241,dry_Batch 3186_2022-03-21T19:40:32.208241",03/20/2022 04:07 PM,03/25/2022 02:07 PM,03/15/2022 01:10 AM,03/20/2022 11:18 AM,22.3,65.02,3,92,No,0
Batch 3187,Batch 3187,Special,08/04/2021,Washed,Spring Water,None,83,"ferm_Batch 3187_2021-08-01T10:53:17.326855,ferm_Batch 3187_2021-08-01T05:35:13.326855,ferm_Batch 3187_2021-08-01T00:15:08.326855,ferm_Batch 3187_2021-08-03T12:22:02.326855,ferm_Batch 3187_2021-08-03T04:52:38.326855",18.0,4.859,18.0,60,"Cloudy,Light Rain,Cloudy,Cloudy",07/29/2021 06:27 PM,08/04/2021 01:27 AM,"dry_Batch 3187_2021-08-06T16:40:31.326855,dry_Batch 3187_2021-08-04T13:39:51.326855,dry_Batch 3187_2021-08-07T11:34:36.326855",08/04/2021 06:27 AM,08/09/2021 06:27 AM,07/30/2021 12:43 AM,08/04/2021 10:31 AM,24.5,77.969,,,,
Batch 3188,Batch 3188,Special,12/24/2023,Honey,,Honey,83,"ferm_Batch 3188_2023-12-24T01:28:14.778259,ferm_Batch 3188_2023-12-21T21:10:40.778259,ferm_Batch 3188_2023-12-20T06:16:15.778259,ferm_Batch 3188_2023-12-22T13:32:08.778259",19.5,4.313,17.8,60,"Cloudy,Sunny,Cloudy",12/20/2023 03:05 AM,12/24/2023 06:05 AM,"dry_Batch 3188_2023-12-26T20:53:53.778259,dry_Batch 3188_2023-12-26T22:11:31.778259,dry_Batch 3188_2023-12-26T05:27:22.778259,dry_Batch 3188_2023-12-28T09:52:39.778259",12/24/2023 07:05 AM,12/28/2023 12:05 PM,12/20/2023 11:22 AM,12/24/2023 06:02 PM,22.9,60.0,1,91,No,0
Batch 3189,Batch 3189,Normal,07/22/2021,Honey,,None,85,"ferm_Batch 3189_2021-07-18T04:16:55.567922,ferm_Batch 3189_2021-07-20T01:31:00.567922,ferm_Batch 3189_2021-07-17T11:50:03.567922",19.4,4.786,19.0,63,"Overcast,Overcast,Sunny,Partly Cloudy",07/16/2021 09:26 PM,07/22/2021 01:26 PM,"dry_Batch 3189_2021-07-23T05:20:27.567922,dry_Batch 3189_2021-07-24T12:01:14.567922,dry_Batch 3189_2021-07-25T05:03:33.567922,dry_Batch 3189_2021-07-22T18:15:27.567922,dry_Batch 3189_2021-07-27T08:41:53.567922",07/22/2021 03:26 PM,07/28/2021 12:26 AM,07/17/2021 02:22 AM,07/22/2021 04:06 PM,28.0,82.21,2,117,Yes,24
